"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","CONVERSION RATE","PL","AMOUNT","BALANCE"
"866","2026-06-11 07:21:09 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"867","2026-06-11 07:21:09 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"868","2026-06-11 07:21:09 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"869","2026-06-11 07:21:09 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"870","2026-06-11 07:21:09 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"871","2026-06-11 07:21:09 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"872","2026-06-11 07:21:09 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"873","2026-06-11 07:21:09 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"874","2026-06-11 07:21:09 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"875","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"876","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"877","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"878","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"879","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"880","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"881","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"882","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"883","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"884","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"885","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"886","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"887","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"888","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"889","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"890","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"891","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"892","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"893","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"894","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"895","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"896","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"897","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"898","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"899","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"900","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"901","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"902","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"903","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"904","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"905","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"906","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"907","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"908","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"909","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"910","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"911","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"912","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"913","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"914","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"915","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"916","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"917","2026-06-11 07:21:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"918","2026-06-11 07:21:10 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"919","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"920","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"921","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"922","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"923","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"924","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"925","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"926","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"927","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"928","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"929","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"930","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"931","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"932","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"933","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"934","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"935","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"936","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"937","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"938","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"939","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"940","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"941","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"942","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"943","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"944","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"945","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"946","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"947","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"948","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"949","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"950","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"951","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"952","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"953","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"954","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"955","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"956","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"957","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"958","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"959","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"960","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"961","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"962","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"963","2026-06-11 07:21:11 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"964","2026-06-11 07:21:11 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"965","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"966","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"967","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"968","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"969","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"970","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"971","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"972","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"973","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"974","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"975","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"976","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"977","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"978","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"979","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"980","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"981","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"982","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"983","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"984","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"985","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"986","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"987","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"988","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"989","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"990","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"991","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"992","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"993","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"994","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"995","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"996","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"997","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"998","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"999","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1000","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1001","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1002","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1003","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1004","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1005","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1006","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1007","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1008","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1009","2026-06-11 07:21:12 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1010","2026-06-11 07:21:12 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1011","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1012","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1013","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1014","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1015","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1016","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1017","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1018","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1019","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1020","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1021","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1022","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1023","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1024","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1025","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1026","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1027","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1028","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1029","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1030","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1031","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1032","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1033","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1034","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1035","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1036","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1037","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1038","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1039","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1040","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1041","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1042","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1043","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1044","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1045","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1046","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1047","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1048","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1049","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1050","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1051","2026-06-11 07:21:13 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1052","2026-06-11 07:21:13 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1053","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1054","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1055","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1056","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1057","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1058","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1059","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1060","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1061","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1062","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1063","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1064","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1065","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1066","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1067","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1068","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1069","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1070","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1071","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1072","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1073","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1074","2026-06-11 07:21:14 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"1075","2026-06-11 07:21:14 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
