"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","CONVERSION RATE","PL","AMOUNT","BALANCE"
"724","2026-06-11 07:21:06 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"725","2026-06-11 07:21:06 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"726","2026-06-11 07:21:06 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"727","2026-06-11 07:21:06 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"728","2026-06-11 07:21:06 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"729","2026-06-11 07:21:06 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"730","2026-06-11 07:21:06 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"731","2026-06-11 07:21:06 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"732","2026-06-11 07:21:06 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"733","2026-06-11 07:21:06 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"734","2026-06-11 07:21:06 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"735","2026-06-11 07:21:06 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"736","2026-06-11 07:21:06 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"737","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"738","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"739","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"740","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"741","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"742","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"743","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"744","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"745","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"746","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"747","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"748","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"749","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"750","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"751","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"752","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"753","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"754","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"755","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"756","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"757","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"758","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"759","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"760","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"761","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"762","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"763","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"764","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"765","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"766","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"767","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"768","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"769","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"770","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"771","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"772","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"773","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"774","2026-06-11 07:21:07 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"775","2026-06-11 07:21:07 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
